LCLid,stdorToU,datetime,KWH/hh
MAC004109,Std,2013-05-08 19:00:00,0.121
MAC004109,Std,2013-09-17 13:30:00,0.079
MAC004109,Std,2013-10-15 21:30:00,0.141
MAC004109,Std,2013-12-22 17:30:00,0.047
MAC004109,Std,2014-02-26 09:30:00,0.077
MAC004110,Std,2012-08-05 22:30:00,0.04
MAC004110,Std,2012-08-06 19:00:00,0.087
MAC004110,Std,2012-12-22 09:30:00,0.032
MAC004110,Std,2013-03-01 22:30:00,0.028
MAC004110,Std,2013-05-09 07:30:00,0.082
MAC004110,Std,2013-08-02 12:00:00,0.054
MAC004110,Std,2013-11-26 07:00:00,0.023
MAC004111,Std,2012-08-06 08:00:00,0.156
MAC004111,Std,2013-04-08 01:00:00,0.088
MAC004111,Std,2013-05-04 19:00:00,0.085
MAC004111,Std,2013-12-04 10:00:00,0.154
MAC004112,Std,2012-05-30 03:00:00,0.048
MAC004112,Std,2012-09-20 11:00:00,0.089
MAC004112,Std,2013-04-09 16:00:00,0.074
MAC004112,Std,2013-05-29 00:30:00,0.057
MAC004112,Std,2013-07-05 03:30:00,0.054
MAC004112,Std,2013-07-06 22:00:00,0.095
MAC004112,Std,2013-08-18 06:30:00,0.745
MAC004112,Std,2013-09-29 09:00:00,0.068
MAC004113,Std,2012-07-06 20:30:00,0.132
MAC004113,Std,2012-10-19 23:00:00,0.12
MAC004113,Std,2013-03-27 16:30:00,0.062
MAC004113,Std,2013-07-21 12:30:00,0.164
MAC004113,Std,2013-08-10 14:30:00,0.071
MAC004113,Std,2013-12-17 10:30:00,0.609
MAC004113,Std,2014-02-11 01:30:00,0.051
MAC004114,Std,2012-09-29 08:30:00,0.523
MAC004114,Std,2012-11-12 10:00:00,0.385
MAC004114,Std,2013-02-28 20:30:00,0.258
MAC004114,Std,2013-05-16 09:30:00,0.043
MAC004114,Std,2013-06-22 10:30:00,0.134
MAC004114,Std,2013-07-06 09:00:00,0.531
MAC004115,Std,2012-10-07 05:30:00,0.081
MAC004115,Std,2012-10-24 11:00:00,0.078
MAC004115,Std,2013-04-05 08:00:00,0.112
MAC004115,Std,2013-08-25 03:30:00,0.05
MAC004115,Std,2013-09-20 06:30:00,1.358
MAC004116,Std,2012-05-24 23:00:00,0.043
MAC004116,Std,2012-07-01 06:00:00,0.061
MAC004116,Std,2012-07-07 09:00:00,0.089
MAC004116,Std,2012-07-29 13:00:00,0.05
MAC004116,Std,2012-09-11 21:00:00,0.055
MAC004116,Std,2012-12-10 02:00:00,0.051
MAC004116,Std,2013-03-27 07:30:00,0.054
MAC004116,Std,2013-04-03 19:00:00,0.449
MAC004116,Std,2013-06-16 16:30:00,0.867
MAC004116,Std,2013-07-01 18:30:00,0.342
MAC004116,Std,2013-07-05 01:00:00,0.073
MAC004116,Std,2013-09-23 04:30:00,0.087
MAC004116,Std,2013-10-16 08:30:00,0.031
MAC004117,Std,2012-06-18 04:00:00,0.062
MAC004117,Std,2012-10-29 23:00:00,0.091
MAC004117,Std,2013-02-08 16:00:00,0.031
MAC004117,Std,2013-07-03 00:00:00,0.05
MAC004117,Std,2013-08-02 00:30:00,0.089
MAC004117,Std,2013-12-09 00:30:00,0.097
MAC004119,Std,2012-05-22 14:00:00,0.194
MAC004119,Std,2012-09-16 10:00:00,0.088
MAC004119,Std,2012-09-17 10:30:00,0.075
MAC004119,Std,2013-01-27 01:00:00,0.145
MAC004119,Std,2013-02-02 15:30:00,0.342
MAC004119,Std,2013-02-03 22:00:00,0.154
MAC004119,Std,2013-02-09 19:00:00,0.181
MAC004120,Std,2012-08-04 19:00:00,0.376
MAC004120,Std,2012-11-09 12:30:00,0.108
MAC004120,Std,2012-12-28 14:00:00,0.112
MAC004120,Std,2012-12-29 13:30:00,0.098
MAC004120,Std,2013-05-12 02:30:00,0.134
MAC004120,Std,2013-08-05 08:00:00,0.185
MAC004120,Std,2013-10-23 02:30:00,0.107
MAC004120,Std,2014-01-01 17:30:00,0.888
MAC004120,Std,2014-01-11 08:00:00,1.087
MAC004120,Std,2014-02-07 13:30:00,0.092
MAC004120,Std,2014-02-19 05:00:00,0.091
MAC004120,Std,2014-02-23 08:30:00,0.398
MAC004121,Std,2012-08-21 17:30:00,0.195
MAC004121,Std,2012-09-23 03:00:00,0.445
MAC004121,Std,2012-10-27 11:30:00,0.444
MAC004121,Std,2012-12-12 01:30:00,0.651
MAC004121,Std,2013-02-19 23:00:00,0.263
MAC004121,Std,2013-04-02 12:00:00,0.234
MAC004121,Std,2013-06-10 11:30:00,0.381
MAC004121,Std,2013-06-14 13:00:00,0.152
MAC004121,Std,2013-08-20 04:30:00,0.272
MAC004121,Std,2013-10-15 15:30:00,0.396
MAC004121,Std,2013-10-18 01:00:00,0.341
MAC004121,Std,2014-01-03 06:00:00,0.336
MAC004121,Std,2014-01-15 05:30:00,0.381
MAC004121,Std,2014-02-14 06:30:00,0.418
MAC004123,Std,2012-06-03 15:00:00,0.033
MAC004123,Std,2012-06-04 04:30:00,0.034
MAC004123,Std,2012-07-24 10:30:00,0.228
MAC004123,Std,2012-08-02 01:30:00,0.074
MAC004123,Std,2012-10-02 21:00:00,1.431
MAC004123,Std,2012-10-20 03:30:00,0.02
MAC004123,Std,2013-03-02 18:30:00,0.708
MAC004123,Std,2013-05-29 21:30:00,0.221
MAC004123,Std,2013-06-03 21:30:00,0.872
MAC004123,Std,2013-06-21 05:00:00,0.04
MAC004123,Std,2014-01-16 13:30:00,0.069
MAC004123,Std,2014-01-30 14:00:00,0.062
MAC004124,Std,2012-05-25 05:00:00,0.079
MAC004124,Std,2012-06-04 09:30:00,0.129
MAC004124,Std,2012-08-19 17:00:00,0.215
MAC004124,Std,2012-08-23 10:30:00,0.383
MAC004124,Std,2012-09-09 23:30:00,0.086
MAC004124,Std,2012-12-04 01:30:00,0.069
MAC004124,Std,2012-12-27 18:00:00,0.376
MAC004124,Std,2012-12-29 19:00:00,0.283
MAC004124,Std,2013-04-03 09:30:00,0.125
MAC004124,Std,2013-05-11 00:00:00,0.115
MAC004124,Std,2013-07-15 10:00:00,0.118
MAC004124,Std,2013-07-18 01:00:00,0.066
MAC004125,Std,2012-07-29 23:30:00,0.068
MAC004125,Std,2013-06-22 02:00:00,0.265
MAC004125,Std,2013-08-22 02:30:00,0.232
MAC004125,Std,2013-09-25 07:30:00,0.048
MAC004125,Std,2013-10-29 02:30:00,0.04
MAC004125,Std,2014-01-03 16:30:00,0.175
MAC004125,Std,2014-02-04 11:30:00,0.089
MAC004125,Std,2014-02-12 03:00:00,0.098
MAC004127,Std,2012-06-08 06:30:00,0.09
MAC004127,Std,2012-06-28 13:00:00,0.037
MAC004127,Std,2012-07-30 18:00:00,0.093
MAC004127,Std,2012-12-24 21:30:00,0.148
MAC004127,Std,2013-05-18 19:30:00,0.478
MAC004128,Std,2012-06-29 11:00:00,0.121
MAC004128,Std,2012-09-06 12:00:00,0.068
MAC004128,Std,2012-11-19 01:30:00,0.087
MAC004128,Std,2012-11-21 02:30:00,0.13
MAC004128,Std,2013-08-06 08:30:00,0.114
MAC004128,Std,2013-10-18 22:00:00,0.247
MAC004129,Std,2012-11-06 04:30:00,0.209
MAC004129,Std,2012-11-17 19:30:00,0.133
MAC004129,Std,2012-12-26 13:30:00,0.167
MAC004129,Std,2013-01-05 15:00:00,0.529
MAC004129,Std,2013-02-14 02:00:00,0.033
MAC004129,Std,2013-03-27 11:00:00,0.062
MAC004129,Std,2013-08-06 21:30:00,0.092
MAC004129,Std,2013-09-13 07:00:00,0.115
MAC004129,Std,2013-11-20 08:30:00,0.132
MAC004129,Std,2014-02-19 08:00:00,0.2
MAC004130,Std,2012-06-06 03:30:00,0.266
MAC004130,Std,2012-08-25 16:30:00,1.1210001
MAC004130,Std,2012-12-21 14:30:00,1.096
MAC004130,Std,2013-01-28 05:30:00,0.224
MAC004130,Std,2013-03-08 20:30:00,0.371
MAC004130,Std,2013-03-10 09:00:00,0.3
MAC004130,Std,2013-03-30 16:00:00,0.392
MAC004130,Std,2013-07-15 17:30:00,0.337
MAC004130,Std,2013-07-22 09:30:00,0.3
MAC004130,Std,2013-07-24 17:30:00,0.404
MAC004130,Std,2013-11-01 03:30:00,0.158
MAC004130,Std,2013-11-17 04:30:00,0.15
MAC004130,Std,2013-12-06 14:00:00,0.604
MAC004131,Std,2012-07-31 20:00:00,0.494
MAC004131,Std,2012-08-26 06:30:00,0.062
MAC004131,Std,2012-08-30 15:00:00,0.311
MAC004131,Std,2013-02-06 11:30:00,0.305
MAC004131,Std,2013-03-05 03:00:00,0.105
MAC004131,Std,2013-03-15 16:30:00,0.594
MAC004131,Std,2013-06-20 16:00:00,0.27
MAC004131,Std,2013-07-30 06:00:00,0.119
MAC004131,Std,2013-09-01 06:00:00,0.084
MAC004131,Std,2013-10-04 10:30:00,0.463
MAC004131,Std,2013-11-15 06:00:00,0.048
MAC004131,Std,2014-02-07 09:00:00,0.037
MAC004132,Std,2012-06-12 06:30:00,0.028
MAC004132,Std,2012-11-18 00:30:00,0.117
MAC004132,Std,2013-01-04 21:30:00,0.871
MAC004132,Std,2013-03-30 10:00:00,0.022
MAC004132,Std,2013-08-04 20:30:00,0.372
MAC004132,Std,2013-09-04 07:00:00,0.135
MAC004132,Std,2013-10-23 06:30:00,0.071
MAC004132,Std,2014-01-30 18:00:00,0.164
MAC004132,Std,2014-02-07 08:00:00,0.068
MAC004132,Std,2014-02-14 12:00:00,0.153
MAC004133,Std,2012-10-08 12:30:00,0.096
MAC004133,Std,2013-09-13 19:30:00,0.323
MAC004133,Std,2013-10-04 02:30:00,0.045
MAC004133,Std,2013-11-15 14:30:00,0.062
MAC004133,Std,2013-12-18 09:30:00,0.068
MAC004134,Std,2012-10-14 18:00:00,0.252
MAC004134,Std,2013-01-02 00:00:00,0.029
MAC004134,Std,2013-06-05 00:30:00,0.026
MAC004134,Std,2013-07-11 11:00:00,0.133
MAC004134,Std,2013-07-29 19:30:00,0.039
MAC004134,Std,2013-10-02 15:30:00,0.042
MAC004134,Std,2013-10-13 12:00:00,0.903
MAC004134,Std,2013-11-23 09:30:00,0.034
MAC004134,Std,2014-01-16 14:00:00,0.038
MAC004134,Std,2014-01-20 02:30:00,0.041
MAC004135,Std,2012-06-17 10:30:00,0.053
MAC004135,Std,2012-07-27 07:00:00,0.087
MAC004135,Std,2012-08-25 02:00:00,0.074
MAC004135,Std,2012-12-11 09:00:00,0.118
MAC004135,Std,2013-01-06 04:30:00,0.072
MAC004135,Std,2013-01-07 09:30:00,0.194
MAC004135,Std,2013-01-21 05:00:00,0.049
MAC004135,Std,2013-04-27 21:00:00,0.225
MAC004135,Std,2013-06-22 17:00:00,0.338
MAC004135,Std,2013-11-23 13:30:00,0.07
MAC004135,Std,2013-11-28 00:00:00,0.061
MAC004135,Std,2014-02-13 11:30:00,0.053
MAC004136,Std,2012-07-05 16:30:00,0.092
MAC004136,Std,2012-08-19 14:30:00,0.152
MAC004136,Std,2013-05-28 11:30:00,0.131
MAC004136,Std,2013-08-13 00:30:00,0.226
MAC004136,Std,2013-09-09 06:30:00,0.067
MAC004136,Std,2013-10-19 20:00:00,0.348
MAC004136,Std,2013-10-30 06:30:00,0.147
MAC004136,Std,2014-01-07 11:00:00,0.016
MAC004136,Std,2014-01-12 02:00:00,0.058
MAC004136,Std,2014-02-13 11:30:00,0.012
MAC004136,Std,2014-02-26 16:00:00,0.041
MAC004137,Std,2012-07-29 08:00:00,0.048
MAC004137,Std,2013-01-02 19:30:00,0.185
MAC004137,Std,2013-01-24 20:30:00,0.237
MAC004137,Std,2013-02-20 09:00:00,0.223
MAC004137,Std,2013-03-09 09:00:00,0.045
MAC004137,Std,2013-04-09 06:00:00,0.107
MAC004137,Std,2013-04-13 07:30:00,0.022
MAC004138,Std,2012-07-22 21:30:00,0.148
MAC004138,Std,2012-07-30 06:00:00,0.063
MAC004138,Std,2012-08-03 17:00:00,0.032
MAC004138,Std,2012-10-01 10:30:00,0.04
MAC004138,Std,2013-02-15 10:00:00,0.034
MAC004138,Std,2013-11-27 01:00:00,0.045
MAC004139,Std,2012-10-11 05:30:00,0.078
MAC004139,Std,2012-10-15 00:30:00,0.116
MAC004139,Std,2012-11-26 06:30:00,0.123
MAC004139,Std,2013-01-03 10:30:00,1.294
MAC004139,Std,2013-01-24 10:00:00,1.3710001
MAC004139,Std,2013-03-04 04:00:00,0.103
MAC004139,Std,2013-08-20 03:00:00,0.126
MAC004139,Std,2013-08-26 14:30:00,0.436
MAC004139,Std,2013-09-17 23:00:00,0.699
MAC004139,Std,2014-01-09 03:00:00,0.081
MAC004140,Std,2012-06-02 07:00:00,0.086
MAC004140,Std,2012-11-20 06:30:00,0.007
MAC004140,Std,2012-12-15 19:30:00,0.065
MAC004140,Std,2013-01-19 17:30:00,0.023
MAC004140,Std,2013-02-24 14:00:00,0.13
MAC004140,Std,2013-05-02 11:00:00,0.064
MAC004140,Std,2013-05-31 07:00:00,0.059
MAC004140,Std,2013-06-25 20:30:00,0.024
MAC004140,Std,2013-08-02 09:00:00,0.031
MAC004140,Std,2013-09-27 02:00:00,0.054
MAC004140,Std,2013-10-16 20:00:00,0.053
MAC004140,Std,2014-02-04 22:00:00,0.071
MAC004141,Std,2012-08-06 12:00:00,0.182
MAC004141,Std,2012-08-11 10:00:00,0.333
MAC004141,Std,2012-10-09 16:30:00,0.183
MAC004141,Std,2012-10-15 12:30:00,0.673
MAC004141,Std,2013-01-28 16:00:00,0.372
MAC004141,Std,2013-03-02 18:00:00,0.198
MAC004141,Std,2013-04-03 09:00:00,0.136
MAC004141,Std,2013-04-13 18:00:00,0.17
MAC004141,Std,2013-07-29 12:00:00,0.365
MAC004141,Std,2013-11-14 21:00:00,0.428
MAC004142,Std,2012-06-14 15:30:00,0.035
MAC004142,Std,2012-11-15 23:00:00,0.078
MAC004142,Std,2012-12-21 11:00:00,0.033
MAC004142,Std,2013-04-28 07:30:00,0.009
MAC004142,Std,2013-07-09 22:00:00,0.036
MAC004142,Std,2014-01-04 18:00:00,0.079
MAC004142,Std,2014-01-12 01:00:00,0.027
MAC004143,Std,2012-07-29 06:30:00,0.051
MAC004143,Std,2012-08-09 19:00:00,0.1
MAC004143,Std,2013-04-04 13:30:00,0.305
MAC004143,Std,2013-05-17 12:00:00,0.265
MAC004143,Std,2013-08-15 07:30:00,0.046
MAC004143,Std,2013-09-28 14:00:00,0.044
MAC004143,Std,2013-11-22 07:30:00,0.096
MAC004145,Std,2012-08-19 17:30:00,0.209
MAC004145,Std,2012-08-27 15:30:00,0.116
MAC004145,Std,2012-10-16 11:30:00,0.066
MAC004145,Std,2013-02-02 15:30:00,0.058
MAC004145,Std,2013-02-16 20:30:00,0.34
MAC004145,Std,2013-10-01 22:30:00,0.138
MAC004145,Std,2013-12-25 09:00:00,0.309
MAC004145,Std,2014-02-03 00:30:00,0.118
MAC004146,Std,2012-06-10 18:30:00,0.078
MAC004146,Std,2012-07-22 01:00:00,0.03
MAC004146,Std,2012-10-01 20:30:00,0.055
MAC004146,Std,2012-11-21 17:30:00,0.105
MAC004146,Std,2012-12-05 04:00:00,0.0
MAC004146,Std,2012-12-06 23:00:00,0.241
MAC004146,Std,2013-02-11 08:30:00,0.093
MAC004146,Std,2013-04-10 23:30:00,0.0
MAC004146,Std,2013-06-04 08:00:00,0.034
MAC004146,Std,2013-06-08 15:00:00,0.0
MAC004146,Std,2013-06-25 00:00:00,0.029
MAC004146,Std,2013-07-22 10:00:00,0.023
MAC004147,Std,2012-06-11 20:30:00,0.271
MAC004147,Std,2012-07-06 18:00:00,0.252
MAC004147,Std,2012-08-30 17:00:00,0.974
MAC004147,Std,2012-10-08 19:30:00,0.31
MAC004147,Std,2012-10-25 04:00:00,0.087
MAC004147,Std,2012-10-29 02:30:00,0.16
MAC004147,Std,2013-05-08 10:00:00,0.084
MAC004147,Std,2013-05-22 17:00:00,0.998
MAC004147,Std,2013-09-22 08:30:00,0.12
MAC004147,Std,2013-10-15 08:00:00,0.158
MAC004147,Std,2013-12-15 17:00:00,0.685
MAC004147,Std,2014-02-06 06:00:00,0.899
MAC004147,Std,2014-02-16 22:30:00,0.349
MAC004148,Std,2012-07-07 23:00:00,0.203
MAC004148,Std,2012-09-14 02:30:00,0.065
MAC004148,Std,2012-10-29 02:30:00,0.117
MAC004148,Std,2013-01-12 01:30:00,0.067
MAC004148,Std,2013-04-29 02:00:00,0.082
MAC004148,Std,2013-06-12 08:30:00,0.09
MAC004148,Std,2014-01-18 17:00:00,0.397
MAC004148,Std,2014-02-27 23:30:00,0.087
MAC004150,Std,2012-06-11 11:30:00,0.227
MAC004150,Std,2012-07-03 13:30:00,0.032
MAC004150,Std,2012-08-15 08:00:00,0.07
MAC004150,Std,2012-12-29 10:30:00,0.078
MAC004150,Std,2013-01-10 13:30:00,0.007
MAC004150,Std,2013-03-03 12:30:00,0.039
MAC004150,Std,2013-04-19 22:00:00,0.425
MAC004150,Std,2013-05-06 02:00:00,0.043
MAC004150,Std,2013-06-26 03:00:00,0.042
MAC004150,Std,2013-07-12 00:30:00,0.051
MAC004150,Std,2013-11-17 14:30:00,0.489
MAC004150,Std,2013-11-26 03:30:00,0.042
MAC004150,Std,2013-12-04 17:00:00,0.048
MAC004151,Std,2012-07-13 01:00:00,0.039
MAC004151,Std,2013-01-19 22:00:00,0.029
MAC004151,Std,2013-03-07 18:30:00,0.012
MAC004151,Std,2013-05-28 08:30:00,0.112
MAC004153,Std,2012-09-19 13:30:00,0.125
MAC004153,Std,2014-01-11 19:00:00,0.26
MAC004153,Std,2014-01-17 15:30:00,0.662
MAC004153,Std,2014-01-28 18:00:00,0.127
MAC004154,Std,2012-09-30 17:00:00,0.271
MAC004154,Std,2012-10-17 01:00:00,0.104
MAC004154,Std,2012-12-23 18:30:00,0.228
MAC004154,Std,2013-01-17 19:30:00,0.192
MAC004154,Std,2013-02-04 00:00:00,0.076
MAC004154,Std,2013-05-21 00:00:00,0.089
MAC004154,Std,2013-06-14 21:00:00,0.611
MAC004154,Std,2013-08-17 06:30:00,0.009
MAC004154,Std,2013-10-23 10:30:00,0.037
MAC004156,Std,2013-02-26 22:30:00,0.197
MAC004156,Std,2013-09-06 10:30:00,0.101
MAC004156,Std,2013-09-14 02:30:00,0.091
MAC004156,Std,2014-01-13 18:00:00,0.073
MAC004156,Std,2014-01-23 10:00:00,0.073
MAC004158,Std,2012-06-25 01:00:00,0.152
MAC004158,Std,2012-07-07 00:30:00,0.19
MAC004158,Std,2012-10-07 23:00:00,0.184
MAC004158,Std,2012-10-11 10:00:00,0.288
MAC004158,Std,2012-12-02 03:00:00,0.335
MAC004158,Std,2013-04-20 00:30:00,0.178
MAC004158,Std,2013-07-25 16:00:00,0.179
MAC004158,Std,2013-09-28 03:30:00,0.15
MAC004158,Std,2013-10-17 10:00:00,0.233
MAC004158,Std,2013-12-16 04:30:00,0.1
MAC004160,Std,2012-11-17 03:30:00,0.088
MAC004161,Std,2012-09-23 21:30:00,0.221
MAC004161,Std,2012-09-27 02:00:00,0.084
MAC004161,Std,2013-03-16 06:00:00,0.084
MAC004161,Std,2013-10-05 14:00:00,0.156
MAC004161,Std,2013-10-28 07:30:00,0.078
MAC004161,Std,2014-01-16 21:00:00,0.278
MAC004162,Std,2012-09-06 13:30:00,0.429
MAC004162,Std,2012-10-09 10:30:00,0.658
MAC004162,Std,2012-10-10 06:00:00,0.115
MAC004162,Std,2012-11-16 22:30:00,0.221
MAC004162,Std,2012-12-03 16:00:00,0.815
MAC004162,Std,2013-06-27 15:30:00,0.296
MAC004162,Std,2013-09-20 12:00:00,1.375
MAC004162,Std,2013-11-05 06:00:00,0.103
MAC004162,Std,2013-12-05 16:00:00,0.106
MAC004162,Std,2014-01-30 13:30:00,0.818
MAC004162,Std,2014-02-18 22:00:00,0.392
MAC004163,Std,2012-06-22 16:00:00,0.13
MAC004163,Std,2012-10-06 06:00:00,0.084
MAC004163,Std,2012-12-08 14:00:00,0.175
MAC004163,Std,2012-12-10 23:30:00,0.119
MAC004163,Std,2013-01-06 02:30:00,0.059
MAC004163,Std,2013-02-16 08:30:00,0.162
MAC004163,Std,2013-02-28 02:30:00,0.085
MAC004163,Std,2013-04-29 23:30:00,0.11
MAC004163,Std,2013-08-07 07:30:00,0.25
MAC004163,Std,2013-10-05 10:00:00,0.175
MAC004163,Std,2013-10-27 18:30:00,0.301
MAC004163,Std,2013-12-23 11:30:00,0.325
MAC004164,Std,2012-10-16 08:00:00,0.015
MAC004164,Std,2013-05-05 04:00:00,0.018
MAC004164,Std,2013-05-16 06:30:00,0.023
MAC004164,Std,2013-06-23 23:30:00,0.176
MAC004164,Std,2013-10-03 06:00:00,0.056
MAC004164,Std,2014-01-03 10:00:00,0.121
MAC004164,Std,2014-01-25 09:30:00,0.199
MAC004164,Std,2014-02-12 14:30:00,0.206
MAC004165,Std,2012-06-11 10:00:00,0.071
MAC004165,Std,2012-08-20 02:30:00,0.062
MAC004165,Std,2012-10-17 18:30:00,0.202
MAC004165,Std,2013-02-08 06:00:00,0.037
MAC004165,Std,2013-03-17 11:00:00,0.105
MAC004165,Std,2013-05-11 04:00:00,0.042
MAC004165,Std,2013-05-13 11:30:00,0.039
MAC004165,Std,2013-05-21 14:30:00,0.148
MAC004165,Std,2013-08-19 14:30:00,0.136
MAC004165,Std,2013-09-03 17:30:00,0.105
MAC004165,Std,2013-12-12 16:00:00,0.18
MAC004165,Std,2014-01-11 09:30:00,0.248
MAC004165,Std,2014-02-04 09:00:00,0.092
MAC004166,Std,2012-09-03 15:30:00,0.034
MAC004166,Std,2012-10-02 16:30:00,0.085
MAC004166,Std,2012-10-31 04:00:00,0.059
MAC004166,Std,2013-04-28 12:30:00,0.109
MAC004166,Std,2013-06-18 22:00:00,0.333
MAC004166,Std,2013-08-04 08:30:00,0.053
MAC004166,Std,2013-10-15 21:00:00,0.241
MAC004166,Std,2013-11-10 10:30:00,0.065
MAC004166,Std,2013-11-14 23:30:00,0.113
MAC004166,Std,2014-02-23 15:30:00,0.038
MAC004167,Std,2012-06-02 14:30:00,0.086
MAC004167,Std,2013-02-14 21:00:00,0.46
MAC004167,Std,2013-07-21 12:30:00,0.459
MAC004167,Std,2013-12-05 04:30:00,0.076
MAC004167,Std,2014-01-30 02:30:00,0.078
MAC004167,Std,2014-02-21 02:30:00,0.082
MAC004167,Std,2014-02-22 06:00:00,0.083
MAC004168,Std,2012-11-23 20:30:00,0.183
MAC004168,Std,2013-02-07 09:00:00,0.129
MAC004168,Std,2013-03-07 13:30:00,0.116
MAC004168,Std,2013-03-09 01:00:00,0.214
MAC004168,Std,2013-06-25 16:30:00,0.095
MAC004168,Std,2013-11-09 04:30:00,0.092
MAC004168,Std,2014-01-24 08:30:00,0.072
MAC004168,Std,2014-02-27 09:30:00,0.025
MAC004169,Std,2012-07-20 21:30:00,0.07
MAC004169,Std,2012-09-17 10:30:00,0.065
MAC004169,Std,2012-11-04 07:30:00,0.06
MAC004169,Std,2012-12-19 11:00:00,0.416
MAC004169,Std,2013-03-30 06:00:00,0.019
MAC004169,Std,2013-05-26 11:00:00,0.102
MAC004169,Std,2013-10-26 17:00:00,0.073
MAC004169,Std,2013-12-21 14:00:00,0.251
MAC004169,Std,2013-12-26 10:30:00,0.452
MAC004169,Std,2014-02-13 08:00:00,0.094
MAC004171,Std,2012-10-22 15:00:00,0.237
MAC004171,Std,2012-11-26 01:30:00,0.098
MAC004171,Std,2012-12-05 05:30:00,0.103
MAC004171,Std,2012-12-08 01:00:00,0.083
MAC004171,Std,2012-12-23 16:30:00,0.068
MAC004171,Std,2013-01-06 00:30:00,0.124
MAC004171,Std,2013-02-04 21:00:00,0.147
MAC004171,Std,2013-05-08 13:00:00,0.113
MAC004171,Std,2013-05-19 00:00:00,0.111
MAC004171,Std,2013-06-27 09:00:00,0.15
MAC004171,Std,2013-07-06 07:00:00,0.109
MAC004171,Std,2013-10-25 23:00:00,0.081
MAC004172,Std,2012-07-29 21:00:00,0.459
MAC004172,Std,2012-09-19 02:30:00,0.554
MAC004172,Std,2012-11-11 02:00:00,0.399
MAC004172,Std,2012-12-29 13:00:00,0.583
MAC004172,Std,2013-03-14 03:30:00,1.109
MAC004172,Std,2013-11-18 15:00:00,0.85
MAC004172,Std,2013-12-03 02:30:00,0.503
MAC004173,Std,2012-06-29 12:30:00,0.073
MAC004173,Std,2012-08-18 16:30:00,0.378
MAC004174,Std,2012-06-06 10:30:00,0.001
MAC004174,Std,2012-08-16 15:00:00,0.044
MAC004174,Std,2012-10-08 13:30:00,0.011
MAC004174,Std,2012-10-09 21:30:00,0.045
MAC004174,Std,2012-11-23 21:30:00,0.075
MAC004174,Std,2013-07-20 02:30:00,0.033
MAC004175,Std,2012-12-29 10:30:00,0.017
MAC004175,Std,2013-10-20 06:00:00,0.019
MAC004175,Std,2013-11-16 03:00:00,0.014
MAC004175,Std,2013-11-26 08:30:00,0.116
MAC004175,Std,2014-01-02 04:00:00,0.019
MAC004176,Std,2012-06-10 02:00:00,0.006
MAC004176,Std,2012-07-07 00:30:00,0.036
MAC004176,Std,2012-08-18 22:00:00,0.037
MAC004176,Std,2012-08-26 12:00:00,0.081
MAC004176,Std,2012-09-29 15:00:00,0.0
MAC004176,Std,2013-10-07 20:30:00,0.087
MAC004176,Std,2013-10-27 02:30:00,0.05
MAC004176,Std,2013-12-25 04:30:00,0.017
MAC004176,Std,2014-01-29 00:30:00,0.04
MAC004176,Std,2014-02-08 19:00:00,0.126
MAC004177,Std,2012-06-05 19:30:00,0.077
MAC004177,Std,2012-07-14 23:30:00,0.134
MAC004177,Std,2012-09-19 05:00:00,0.064
MAC004177,Std,2012-10-16 00:00:00,0.136
MAC004177,Std,2013-04-12 18:30:00,0.181
MAC004177,Std,2013-06-23 09:00:00,0.036
MAC004177,Std,2014-01-11 10:00:00,0.086
MAC004177,Std,2014-02-15 00:00:00,0.033
MAC004178,Std,2012-06-04 03:00:00,0.129
MAC004178,Std,2012-08-11 22:30:00,0.11
MAC004178,Std,2012-09-01 03:30:00,0.089
MAC004178,Std,2012-09-07 09:00:00,0.26
MAC004178,Std,2012-09-26 02:30:00,0.119
MAC004178,Std,2012-10-04 04:30:00,0.155
MAC004178,Std,2012-11-27 23:30:00,0.274
MAC004178,Std,2013-02-25 11:00:00,0.537
MAC004178,Std,2013-04-05 22:30:00,0.452
MAC004178,Std,2013-12-09 09:00:00,0.566
MAC004179,Std,2012-06-17 19:00:00,1.6440001
MAC004179,Std,2012-08-21 22:30:00,1.544
MAC004179,Std,2012-10-04 16:30:00,2.013
MAC004179,Std,2012-10-18 04:00:00,2.171
MAC004179,Std,2012-10-18 16:00:00,2.3310001
MAC004179,Std,2013-01-25 05:30:00,1.194
MAC004179,Std,2013-04-05 00:30:00,1.7460001
MAC004179,Std,2013-04-09 20:00:00,3.1900001
MAC004179,Std,2013-07-10 02:30:00,1.278
MAC004179,Std,2013-08-02 04:00:00,1.9529999
MAC004179,Std,2014-01-20 21:00:00,4.9970002
MAC004179,Std,2014-01-21 11:00:00,2.3410001
MAC004180,Std,2012-09-13 22:30:00,0.207
MAC004180,Std,2012-10-10 20:30:00,0.193
MAC004180,Std,2013-01-12 03:30:00,0.315
MAC004180,Std,2013-08-06 20:30:00,0.349
MAC004180,Std,2013-10-20 16:30:00,0.593
MAC004180,Std,2013-12-24 06:00:00,0.245
MAC004180,Std,2014-01-28 15:00:00,0.51
MAC004181,Std,2012-10-19 09:00:00,1.216
MAC004181,Std,2013-04-23 21:00:00,0.214
MAC004181,Std,2013-06-07 20:30:00,0.099
MAC004181,Std,2013-08-21 03:00:00,0.143
MAC004181,Std,2013-08-28 15:30:00,0.186
MAC004181,Std,2014-01-14 23:00:00,0.329
